id,refined_local_name,parent_id,refined_local_name_p,schema,vec_datatype_numeric,vec_datatype_text,vec_datatype_date,vec_datatype_miscellaneous,vec_constraint_pk,vec_constraint_fk,vec_constraint_notnull,vec_constraint_default,vec_constraint_unique,vec_constaint_check,concept_concat_info,concept_concat_sgtrt5,reconstruction_error_zscore_sgtrt5,reconstruction_error_zscore_glove,reconstruction_error_lof_sgtrt5,reconstruction_error_lof_glove,reconstruction_error_01pca2_glove,reconstruction_error_01pca2_sgtrt5,reconstruction_error_01ae_v0_glove_b10,reconstruction_error_01ae_v0_sgtrt5_b10,reconstruction_error_ensemble_AHMb,reconstruction_error_ensemble_APC,concept_concat_schema_instances_sgtrt5,reconstruction_error_zscore_sgtrt5_si,reconstruction_error_01lof_sgtrt5_si,reconstruction_error_01pca2_sgtrt5_si,reconstruction_error_01ae_v0_sgtrt5_si_b10
CONCEPT_106,postalcode,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,postalcode:customers:OC_MYSQL,customers postal code,0.7745025,0.7777141917182169,1.0284153,1.0908815987748643,0.0396864282387869,0.028165964,815.5219,1054.8865,0.3873009396462562,0.3730767929695965,"customers postal code (97562, 92561, 80686, 10100, 106-0032)",0.8092649,1.1385392,0.034903027,1874.4088
CONCEPT_107,country,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,country:customers:OC_MYSQL,customers country,0.7876468,0.6628143629413072,1.0156058,1.0100544770087732,0.0298655360988005,0.034351274,751.00806,1082.2678,0.3697594049670742,0.4267913674716998,"customers country (Japan, Switzerland, Israel, Russia, Norway)",0.87912464,1.100664,0.037167016,2013.9307
CONCEPT_108,salesrepemployeenumber,CONCEPT_96,customers,OC_MYSQL,1,0,0,0,0,0,0,1,0,0,salesrepemployeenumber:customers:OC_MYSQL,customers sales rep employee number,0.8123841,0.9668554065655568,1.0829512,1.3998627061779343,0.0599222838288509,0.036560543,906.0105,1052.7035,0.5775581291040122,0.4837911082131074,"customers sales rep employee number (1323, 1165, 1501, 0, 1504)",0.7360799,1.0535535,0.025090769,1825.4054
CONCEPT_109,creditlimit,CONCEPT_96,customers,OC_MYSQL,0,0,0,0,0,0,0,1,0,0,creditlimit:customers:OC_MYSQL,customers credit limit,0.8514309,0.797307285042225,1.0829784,1.1448943880617943,0.0444353701347085,0.041963354,830.1332,1143.8154,0.5888688109371917,0.612713628567131,"customers credit limit (55400.0, 123900.0, 41900.0, 0.0, 120800.0)",0.8136215,1.1518333,0.035105545,1950.3762
CONCEPT_111,employeenumber,CONCEPT_110,employees,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,employeenumber:employees:OC_MYSQL,employees employee number,0.89023614,0.7043789495100247,1.0999037,1.002765131689661,0.030692376653238,0.037368584,810.21497,1074.8907,0.4693349777188305,0.5686819847427688,"employees employee number (1188, 1216, 1323, 1002, 1401)",0.84981185,1.1181551,0.031361107,1926.2863
CONCEPT_112,lastname,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,lastname:employees:OC_MYSQL,employees lastname,0.8996558,0.8763352061255132,1.0651664,1.1595685551395698,0.0399179683442321,0.034124997,906.7157,1101.1948,0.5379045697464115,0.5490647932051069,"employees lastname (Tseng, Castillo, Firrelli, Bow, Fixter)",0.9714486,1.1305237,0.042828634,2108.7183
CONCEPT_113,firstname,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,firstname:employees:OC_MYSQL,employees first name,0.8895974,0.8294304961699897,1.0574899,1.067920055973095,0.0362124493342878,0.033835288,862.54016,1098.2407,0.5011040058600676,0.5315685515192768,"employees first name (Julie, Peter, George, Yoshimi, Andy)",0.9265251,1.091334,0.039295018,2045.6193
CONCEPT_114,extension,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,extension:employees:OC_MYSQL,employees extension,0.92965156,0.8058125291870099,1.1317558,1.0398608250467254,0.0357120835251898,0.04199052,861.2405,1115.3695,0.6102521318263568,0.6790572561856265,"employees extension (x9273, x2028, x6493, x101, x2248)",0.8508303,1.1934237,0.037947636,1896.6853
CONCEPT_115,email,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,email:employees:OC_MYSQL,employees email,0.93495256,0.7864997337533142,1.0826858,1.0345256565924197,0.0317202787819658,0.03793208,845.98083,1125.6619,0.5415418723555354,0.6242851222593426,"employees email (afixter@classicmodelcars.com, ykato@classicmodelcars.com, spatterson@classicmodelcars.com, gbondur@classicmodelcars.com, mgerard@classicmodelcars.com)",0.91732675,1.0916278,0.03810732,2001.7976
CONCEPT_116,officecode,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,officecode:employees:OC_MYSQL,employees office code,0.9009271,0.8925104124038569,1.0348709,1.0944404503282226,0.0402395106179032,0.034915153,900.575,1123.7948,0.5449110166472246,0.5480202422037006,"employees office code (1, 3, 4, 2, 7)",0.79745775,1.1306243,0.034410626,1879.4042
CONCEPT_117,reportsto,CONCEPT_110,employees,OC_MYSQL,1,0,0,0,0,0,0,1,0,0,reportsto:employees:OC_MYSQL,employees reports to,1.0009915,0.9174563853238628,1.1263245,1.151906867917402,0.0470405560315949,0.046214957,900.47327,1189.8317,0.7431959383206906,0.7961187913346582,"employees reports to (1102, 1143, 1056, 1088, 1621)",0.82806206,1.1763116,0.03393729,1897.4207
