id,refined_local_name,parent_id,refined_local_name_p,schema,vec_datatype_numeric,vec_datatype_text,vec_datatype_date,vec_datatype_miscellaneous,vec_constraint_pk,vec_constraint_fk,vec_constraint_notnull,vec_constraint_default,vec_constraint_unique,vec_constaint_check,refined_instances,concept_concat_info,concept_concat_sgtrt5,concept_concat_schema_instances_sgtrt5
CONCEPT_33,job id,CONCEPT_26,employees,HR_ORACLE,0,1,0,0,0,1,0,0,0,0,"AC_ACCOUNT, AD_VP, SH_CLERK, PU_MAN, AC_MGR",job id:employees:HR_ORACLE,employees job id,"employees job id (AC_ACCOUNT, AD_VP, SH_CLERK, PU_MAN, AC_MGR)"
CONCEPT_34,salary,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,0,0,0,0,0,"7300, 2400, 11000, 4800, 3300",salary:employees:HR_ORACLE,employees salary,"employees salary (7300, 2400, 11000, 4800, 3300)"
CONCEPT_35,commission pct,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,0,0,0,0,0,"0.15, 0.25, 0.2, nan, 0.4",commission pct:employees:HR_ORACLE,employees commission pct,"employees commission pct (0.15, 0.25, 0.2, nan, 0.4)"
CONCEPT_36,manager id,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,"122, 123, 108, 148, 101",manager id:employees:HR_ORACLE,employees manager id,"employees manager id (122, 123, 108, 148, 101)"
CONCEPT_37,department id,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,"80, 90, 10, 40, 50",department id:employees:HR_ORACLE,employees department id,"employees department id (80, 90, 10, 40, 50)"
CONCEPT_39,employee id,CONCEPT_38,job history,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,"176, 201, 114, 102, 101",employee id:job history:HR_ORACLE,job history employee id,"job history employee id (176, 201, 114, 102, 101)"
CONCEPT_40,start date,CONCEPT_38,job history,HR_ORACLE,0,0,1,0,0,0,0,0,0,0,"17-FEB-04, 24-MAR-06, 28-OCT-01, 01-JAN-07, 01-JUL-02",start date:job history:HR_ORACLE,job history start date,"job history start date (17-FEB-04, 24-MAR-06, 28-OCT-01, 01-JAN-07, 01-JUL-02)"
CONCEPT_41,end date,CONCEPT_38,job history,HR_ORACLE,0,0,1,0,0,0,0,0,0,0,"31-DEC-06, 15-MAR-05, 19-DEC-07, 24-JUL-06, 31-DEC-07",end date:job history:HR_ORACLE,job history end date,"job history end date (31-DEC-06, 15-MAR-05, 19-DEC-07, 24-JUL-06, 31-DEC-07)"
CONCEPT_42,job id,CONCEPT_38,job history,HR_ORACLE,0,1,0,0,0,1,0,0,0,0,"AD_ASST, ST_CLERK, IT_PROG, AC_ACCOUNT, SA_MAN",job id:job history:HR_ORACLE,job history job id,"job history job id (AD_ASST, ST_CLERK, IT_PROG, AC_ACCOUNT, SA_MAN)"
CONCEPT_43,department id,CONCEPT_38,job history,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,"90, 20, 80, 60, 110",department id:job history:HR_ORACLE,job history department id,"job history department id (90, 20, 80, 60, 110)"
CONCEPT_46,customer id,CONCEPT_45,customers,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,"22, 261, 310, 379, 367",customer id:customers:OC_ORACLE,customers customer id,"customers customer id (22, 261, 310, 379, 367)"
CONCEPT_47,email address,CONCEPT_45,customers,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,"dania.grizzard@internalmail, adan.lamica@internalmail, frank.perez@internalmail, margaret.bennett@internalmail, james.smith@internalmail",email address:customers:OC_ORACLE,customers email address,"customers email address (dania.grizzard@internalmail, adan.lamica@internalmail, frank.perez@internalmail, margaret.bennett@internalmail, james.smith@internalmail)"
CONCEPT_48,full name,CONCEPT_45,customers,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,"Chassidy Hinderaker, Dorathy Hutchings, Michael Marker, Leon Schoepfer, Scotty Goffredo",full name:customers:OC_ORACLE,customers full name,"customers full name (Chassidy Hinderaker, Dorathy Hutchings, Michael Marker, Leon Schoepfer, Scotty Goffredo)"
CONCEPT_50,store id,CONCEPT_49,stores,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,"10, 16, 9, 11, 8",store id:stores:OC_ORACLE,stores store id,"stores store id (10, 16, 9, 11, 8)"
CONCEPT_51,store name,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,"Mexico City, Sydney, London, Madrid, Online",store name:stores:OC_ORACLE,stores store name,"stores store name (Mexico City, Sydney, London, Madrid, Online)"
CONCEPT_52,web address,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,,web address:stores:OC_ORACLE,stores web address,stores web address (nan)
CONCEPT_53,physical address,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,"First International Financial Center     Unit No. 501, Level 5     No. C54 1, G Block     Bandra Kurla Complex     CTS No. 4207, Kolekalyan Village     Mumbai - 400 051     India, 205 Lexington Ave     7th Floor     New York, NY 10016, Hertogswetering 163-167, 3543 AS Utrecht, Netherlands, 2 Chome-5-? Kitaaoyama, Minato City, Tokyo 107-0061, Japan, Montes Urales # 470 P3 Col. Lomas de Chapultepec Delegacion Miguel Hidalgo - C.P. 11000",physical address:stores:OC_ORACLE,stores physical address,"stores physical address (First International Financial Center     Unit No. 501, Level 5     No. C54 1, G Block     Bandra Kurla Complex     CTS No. 4207, Kolekalyan Village     Mumbai - 400 051     India, 205 Lexington Ave     7th Floor     New York, NY 10016, Hertogswetering 163-167, 3543 AS Utrecht, Netherlands, 2 Chome-5-? Kitaaoyama, Minato City, Tokyo 107-0061, Japan, Montes Urales # 470 P3 Col. Lomas de Chapultepec Delegacion Miguel Hidalgo - C.P. 11000)"
CONCEPT_54,latitude,CONCEPT_49,stores,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,"nan, 41.878751, 52.103263, 40.745216, 32.100664",latitude:stores:OC_ORACLE,stores latitude,"stores latitude (nan, 41.878751, 52.103263, 40.745216, 32.100664)"
CONCEPT_55,longitude,CONCEPT_49,stores,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,"77.220135, 72.870143, 139.718584, 116.290061, -122.267237",longitude:stores:OC_ORACLE,stores longitude,"stores longitude (77.220135, 72.870143, 139.718584, 116.290061, -122.267237)"
CONCEPT_56,logo,CONCEPT_49,stores,OC_ORACLE,0,0,0,1,0,0,0,0,0,0,(BLOB),logo:stores:OC_ORACLE,stores logo,stores logo ((BLOB))
CONCEPT_57,logo mime type,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,,logo mime type:stores:OC_ORACLE,stores logo mime type,stores logo mime type (nan)
CONCEPT_58,logo filename,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,,logo filename:stores:OC_ORACLE,stores logo filename,stores logo filename (nan)
CONCEPT_59,logo charset,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,,logo charset:stores:OC_ORACLE,stores logo char set,stores logo char set (nan)
CONCEPT_60,logo last updated,CONCEPT_49,stores,OC_ORACLE,0,0,1,0,0,0,0,0,0,0,,logo last updated:stores:OC_ORACLE,stores logo last updated,stores logo last updated (nan)
CONCEPT_62,product id,CONCEPT_61,products,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,"38, 8, 45, 40, 17",product id:products:OC_ORACLE,products product id,"products product id (38, 8, 45, 40, 17)"
CONCEPT_63,product name,CONCEPT_61,products,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,"Girl's Shorts (Green), Women's Trousers (Blue), Women's Pyjamas (Grey), Boy's Jeans (Black), Men's Shorts (Black)",product name:products:OC_ORACLE,products product name,"products product name (Girl's Shorts (Green), Women's Trousers (Blue), Women's Pyjamas (Grey), Boy's Jeans (Black), Men's Shorts (Black))"
CONCEPT_64,unit price,CONCEPT_61,products,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,"39.78, 16.67, 37.34, 34.06, 48.75",unit price:products:OC_ORACLE,products unit price,"products unit price (39.78, 16.67, 37.34, 34.06, 48.75)"
CONCEPT_65,product details,CONCEPT_61,products,OC_ORACLE,0,0,0,1,0,0,0,0,0,0,(BLOB),product details:products:OC_ORACLE,products product details,products product details ((BLOB))
CONCEPT_66,product image,CONCEPT_61,products,OC_ORACLE,0,0,0,1,0,0,0,0,0,0,(BLOB),product image:products:OC_ORACLE,products product image,products product image ((BLOB))
CONCEPT_67,image mime type,CONCEPT_61,products,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,,image mime type:products:OC_ORACLE,products image mime type,products image mime type (nan)
CONCEPT_68,image filename,CONCEPT_61,products,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,,image filename:products:OC_ORACLE,products image filename,products image filename (nan)
CONCEPT_69,image charset,CONCEPT_61,products,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,,image charset:products:OC_ORACLE,products image char set,products image char set (nan)
CONCEPT_70,image last updated,CONCEPT_61,products,OC_ORACLE,0,0,1,0,0,0,0,0,0,0,,image last updated:products:OC_ORACLE,products image last updated,products image last updated (nan)
CONCEPT_72,order id,CONCEPT_71,orders,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,"1101, 171, 1494, 1945, 946",order id:orders:OC_ORACLE,orders order id,"orders order id (1101, 171, 1494, 1945, 946)"
CONCEPT_73,order datetime,CONCEPT_71,orders,OC_ORACLE,0,0,1,0,0,0,0,0,0,0,"06-MAR-19 12.36.19.692532000 PM, 12-MAR-19 12.49.36.705140000 PM, 24-JAN-19 07.19.32.303101000 AM, 25-JAN-19 06.35.35.748511000 PM, 03-MAR-19 09.15.47.418670000 AM",order datetime:orders:OC_ORACLE,orders order date time,"orders order date time (06-MAR-19 12.36.19.692532000 PM, 12-MAR-19 12.49.36.705140000 PM, 24-JAN-19 07.19.32.303101000 AM, 25-JAN-19 06.35.35.748511000 PM, 03-MAR-19 09.15.47.418670000 AM)"
CONCEPT_74,customer id,CONCEPT_71,orders,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"136, 170, 44, 168, 17",customer id:orders:OC_ORACLE,orders customer id,"orders customer id (136, 170, 44, 168, 17)"
CONCEPT_75,order status,CONCEPT_71,orders,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,REFUNDED,order status:orders:OC_ORACLE,orders order status,orders order status (REFUNDED)
CONCEPT_76,store id,CONCEPT_71,orders,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"15, 5, 2, 20, 8",store id:orders:OC_ORACLE,orders store id,"orders store id (15, 5, 2, 20, 8)"
CONCEPT_78,shipment id,CONCEPT_77,shipments,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,"1536, 907, 745, 38, 1210",shipment id:shipments:OC_ORACLE,shipments shipment id,"shipments shipment id (1536, 907, 745, 38, 1210)"
CONCEPT_79,store id,CONCEPT_77,shipments,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,1,store id:shipments:OC_ORACLE,shipments store id,shipments store id (1)
CONCEPT_80,customer id,CONCEPT_77,shipments,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"350, 362, 78, 339, 319",customer id:shipments:OC_ORACLE,shipments customer id,"shipments customer id (350, 362, 78, 339, 319)"
CONCEPT_81,delivery address,CONCEPT_77,shipments,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,"Brush Creek, TN 38547 USA, Dorchester, IA 52140 USA, Walford, IA 52351 USA, Inwood, NY 11096 USA, Salisbury, PA 15558 USA",delivery address:shipments:OC_ORACLE,shipments delivery address,"shipments delivery address (Brush Creek, TN 38547 USA, Dorchester, IA 52140 USA, Walford, IA 52351 USA, Inwood, NY 11096 USA, Salisbury, PA 15558 USA)"
CONCEPT_82,shipment status,CONCEPT_77,shipments,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,DELIVERED,shipment status:shipments:OC_ORACLE,shipments shipment status,shipments shipment status (DELIVERED)
CONCEPT_84,order id,CONCEPT_83,order items,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"908, 85, 458, 130, 48",order id:order items:OC_ORACLE,order items order id,"order items order id (908, 85, 458, 130, 48)"
CONCEPT_85,line item id,CONCEPT_83,order items,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,3,line item id:order items:OC_ORACLE,order items line item id,order items line item id (3)
CONCEPT_86,product id,CONCEPT_83,order items,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"32, 3, 8, 16, 15",product id:order items:OC_ORACLE,order items product id,"order items product id (32, 3, 8, 16, 15)"
CONCEPT_87,unit price,CONCEPT_83,order items,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,"48.39, 24.71, 23.32, 30.69, 11.0",unit price:order items:OC_ORACLE,order items unit price,"order items unit price (48.39, 24.71, 23.32, 30.69, 11.0)"
CONCEPT_88,quantity,CONCEPT_83,order items,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,"2, 4, 3, 5, 1",quantity:order items:OC_ORACLE,order items quantity,"order items quantity (2, 4, 3, 5, 1)"
CONCEPT_89,shipment id,CONCEPT_83,order items,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"246.0, 1770.0, 1786.0, 123.0, 506.0",shipment id:order items:OC_ORACLE,order items shipment id,"order items shipment id (246.0, 1770.0, 1786.0, 123.0, 506.0)"
CONCEPT_91,inventory id,CONCEPT_90,inventory,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,"41, 481, 225, 243, 196",inventory id:inventory:OC_ORACLE,inventory inventory id,"inventory inventory id (41, 481, 225, 243, 196)"
CONCEPT_92,store id,CONCEPT_90,inventory,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"1, 19, 16, 22, 5",store id:inventory:OC_ORACLE,inventory store id,"inventory store id (1, 19, 16, 22, 5)"
CONCEPT_93,product id,CONCEPT_90,inventory,OC_ORACLE,1,0,0,0,0,1,0,0,0,0,"45, 29, 44, 42, 8",product id:inventory:OC_ORACLE,inventory product id,"inventory product id (45, 29, 44, 42, 8)"
CONCEPT_94,product inventory,CONCEPT_90,inventory,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,"18, 17, 4, 11, 10",product inventory:inventory:OC_ORACLE,inventory product inventory,"inventory product inventory (18, 17, 4, 11, 10)"
CONCEPT_97,customernumber,CONCEPT_96,customers,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"151, 456, 386, 168, 157",customernumber:customers:OC_MYSQL,customers customer number,"customers customer number (151, 456, 386, 168, 157)"
CONCEPT_98,customername,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"L'ordine Souveniers, Online Mini Collectables, Gift Depot Inc., Warburg Exchange, Nat�rlich Autos",customername:customers:OC_MYSQL,customers customer name,"customers customer name (L'ordine Souveniers, Online Mini Collectables, Gift Depot Inc., Warburg Exchange, Nat�rlich Autos)"
CONCEPT_99,contactlastname,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Tonini, Choi, Dewey, Saavedra, Yoshido",contactlastname:customers:OC_MYSQL,customers contact lastname,"customers contact lastname (Tonini, Choi, Dewey, Saavedra, Yoshido)"
CONCEPT_100,contactfirstname,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Maria, Mel, Eric, Rachel, Pirkko",contactfirstname:customers:OC_MYSQL,customers contact first name,"customers contact first name (Maria, Mel, Eric, Rachel, Pirkko)"
CONCEPT_101,phone,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"2035552570, (171) 555-7555, 2015559350, 04 499 9555, 0555-09555",phone:customers:OC_MYSQL,customers phone,"customers phone (2035552570, (171) 555-7555, 2015559350, 04 499 9555, 0555-09555)"
CONCEPT_102,addressline1,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Magazinweg 7, Forsterstr. 57, �kergatan 24, Taucherstra�e 10, 3 Hagalim Blv.",addressline1:customers:OC_MYSQL,customers address line 1,"customers address line 1 (Magazinweg 7, Forsterstr. 57, �kergatan 24, Taucherstra�e 10, 3 Hagalim Blv.)"
CONCEPT_103,addressline2,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,"815 Pacific Hwy, Alessandro Volta 16, Suite 400, Floor No. 4, Level 3",addressline2:customers:OC_MYSQL,customers address line 2,"customers address line 2 (815 Pacific Hwy, Alessandro Volta 16, Suite 400, Floor No. 4, Level 3)"
CONCEPT_104,city,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Strasbourg, Saint Petersburg, Glendale, Nashua, K�ln",city:customers:OC_MYSQL,customers city,"customers city (Strasbourg, Saint Petersburg, Glendale, Nashua, K�ln)"
CONCEPT_105,state,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,"Victoria, Qu�bec, Osaka, NV, nan",state:customers:OC_MYSQL,customers state,"customers state (Victoria, Qu�bec, Osaka, NV, nan)"
CONCEPT_106,postalcode,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,0,1,0,0,"97562, 92561, 80686, 10100, 106-0032",postalcode:customers:OC_MYSQL,customers postal code,"customers postal code (97562, 92561, 80686, 10100, 106-0032)"
CONCEPT_107,country,CONCEPT_96,customers,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Japan, Switzerland, Israel, Russia, Norway",country:customers:OC_MYSQL,customers country,"customers country (Japan, Switzerland, Israel, Russia, Norway)"
CONCEPT_108,salesrepemployeenumber,CONCEPT_96,customers,OC_MYSQL,1,0,0,0,0,0,0,1,0,0,"1323, 1165, 1501, 0, 1504",salesrepemployeenumber:customers:OC_MYSQL,customers sales rep employee number,"customers sales rep employee number (1323, 1165, 1501, 0, 1504)"
CONCEPT_109,creditlimit,CONCEPT_96,customers,OC_MYSQL,0,0,0,0,0,0,0,1,0,0,"55400.0, 123900.0, 41900.0, 0.0, 120800.0",creditlimit:customers:OC_MYSQL,customers credit limit,"customers credit limit (55400.0, 123900.0, 41900.0, 0.0, 120800.0)"
CONCEPT_111,employeenumber,CONCEPT_110,employees,OC_MYSQL,1,0,0,0,0,0,1,0,0,0,"1188, 1216, 1323, 1002, 1401",employeenumber:employees:OC_MYSQL,employees employee number,"employees employee number (1188, 1216, 1323, 1002, 1401)"
CONCEPT_112,lastname,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Tseng, Castillo, Firrelli, Bow, Fixter",lastname:employees:OC_MYSQL,employees lastname,"employees lastname (Tseng, Castillo, Firrelli, Bow, Fixter)"
CONCEPT_113,firstname,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Julie, Peter, George, Yoshimi, Andy",firstname:employees:OC_MYSQL,employees first name,"employees first name (Julie, Peter, George, Yoshimi, Andy)"
CONCEPT_114,extension,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"x9273, x2028, x6493, x101, x2248",extension:employees:OC_MYSQL,employees extension,"employees extension (x9273, x2028, x6493, x101, x2248)"
CONCEPT_115,email,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"afixter@classicmodelcars.com, ykato@classicmodelcars.com, spatterson@classicmodelcars.com, gbondur@classicmodelcars.com, mgerard@classicmodelcars.com",email:employees:OC_MYSQL,employees email,"employees email (afixter@classicmodelcars.com, ykato@classicmodelcars.com, spatterson@classicmodelcars.com, gbondur@classicmodelcars.com, mgerard@classicmodelcars.com)"
CONCEPT_116,officecode,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"1, 3, 4, 2, 7",officecode:employees:OC_MYSQL,employees office code,"employees office code (1, 3, 4, 2, 7)"
CONCEPT_117,reportsto,CONCEPT_110,employees,OC_MYSQL,1,0,0,0,0,0,0,1,0,0,"1102, 1143, 1056, 1088, 1621",reportsto:employees:OC_MYSQL,employees reports to,"employees reports to (1102, 1143, 1056, 1088, 1621)"
CONCEPT_118,jobtitle,CONCEPT_110,employees,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Sales Manager (APAC), Sales Manager (NA), President, Sale Manager (EMEA), VP Marketing",jobtitle:employees:OC_MYSQL,employees job title,"employees job title (Sales Manager (APAC), Sales Manager (NA), President, Sale Manager (EMEA), VP Marketing)"
CONCEPT_120,officecode,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"2, 5, 1, 7, 6",officecode:offices:OC_MYSQL,offices office code,"offices office code (2, 5, 1, 7, 6)"
CONCEPT_121,city,CONCEPT_119,offices,OC_MYSQL,0,1,0,0,0,0,1,0,0,0,"Tokyo, San Francisco, Boston, Paris, NYC",city:offices:OC_MYSQL,offices city,"offices city (Tokyo, San Francisco, Boston, Paris, NYC)"
